# _tick,_time,frames,total_loss,mean_episode_return,pg_loss,baseline_loss,entropy_loss,gen_rewards,gg_loss,generator_entropy_loss,generator_baseline_loss,mean_intrinsic_rewards,mean_episode_steps,ex_reward,generator_current_target
0,1605297344.952183,0,0.6994070410728455,0.8361110687255859,0.7713772654533386,0.024958988651633263,-0.09692918509244919,,,,,,,,
1,1605297346.119531,800,0.8684490323066711,0.8495832681655884,0.9260591864585876,0.039152421057224274,-0.09676261246204376,,,,,,,,
2,1605297347.4018908,1600,-0.2586933672428131,0.9009523987770081,-0.20696276426315308,0.044459663331508636,-0.09619026631116867,,,,,,,,
3,1605297348.4987986,2400,-0.578732967376709,0.9099999666213989,-0.5034974217414856,0.02065444551408291,-0.09589000046253204,,,,,,,,
4,1605297349.5061004,3200,-0.06083273887634277,0.7649999856948853,0.010279537178575993,0.023848293349146843,-0.09496057033538818,,,,,,,,
5,1605297350.5936184,4000,3.5990138053894043,0.0,3.6407535076141357,0.052989598363637924,-0.09472910314798355,,,,,,,,
6,1605297351.6913552,4800,-19.23917007446289,0.0,-19.56837272644043,0.4246504008769989,-0.09544827044010162,,,,,,,,
7,1605297352.6969905,5600,18.341238021850586,0.0,18.03460121154785,0.40170130133628845,-0.09506504237651825,,,,,,,,
8,1605297353.7808254,6400,-5.704317092895508,0.0,-5.679356098175049,0.07090204954147339,-0.09586276859045029,,,,,,,,
9,1605297354.9736588,7200,2.471473455429077,0.0,2.44368577003479,0.12376262992620468,-0.0959748700261116,,,,,,,,
10,1605297356.0414908,8000,-2.648125410079956,0.0,-2.5590970516204834,0.006756274960935116,-0.09578470885753632,,,,,,,,
11,1605297357.1394308,8800,0.8974434733390808,0.0,0.9903320670127869,0.0025896772276610136,-0.09547831863164902,,,,,,,,
12,1605297358.2814,9600,0.8813548684120178,0.0,0.946445107460022,0.03066805750131607,-0.09575831890106201,,,,,,,,
13,1605297359.3695292,10400,-2.715458869934082,0.0,-2.629242420196533,0.009449453093111515,-0.09566584974527359,,,,,,,,
14,1605297360.414548,11200,5.096955299377441,0.0,5.128566741943359,0.06396882236003876,-0.09558001905679703,,,,,,,,
15,1605297361.4889414,12000,-5.467721462249756,0.0,-5.395880222320557,0.02379455417394638,-0.09563606977462769,,,,,,,,
16,1605297362.610873,12800,2.831848382949829,0.0,2.901754856109619,0.025850484147667885,-0.09575693309307098,,,,,,,,
17,1605297363.722412,13600,-2.4023354053497314,0.0,-2.3143322467803955,0.007603832520544529,-0.09560715407133102,,,,,,,,
18,1605297364.8112855,14400,0.05503176152706146,0.0,0.14967896044254303,0.0009707433055154979,-0.09561793506145477,,,,,,,,
19,1605297365.8875878,15200,-0.5285366177558899,0.0,-0.43431776762008667,0.001433691126294434,-0.09565252810716629,,,,,,,,
20,1605297367.0548406,16000,2.4356212615966797,0.0,2.5030713081359863,0.028222249820828438,-0.09567231684923172,,,,,,,,
21,1605297368.4470034,16800,-1.0381256341934204,0.0,-0.9528859257698059,0.010327496565878391,-0.09556717425584793,0.4513331651687622,0.038112182170152664,-0.19452068209648132,0.0011315613519400358,0.17571112513542175,192.76666259765625,0.2801777720451355,7.0
22,1605297369.55259,17600,-1.7043781280517578,0.0,-1.6145589351654053,0.005818183999508619,-0.09563730657100677,,,,,,,,
23,1605297370.6280503,18400,4.077544212341309,0.0,4.137251377105713,0.03593644127249718,-0.09564366936683655,,,,,,,,
24,1605297371.7436311,19200,-6.031038761138916,0.0,-5.964781761169434,0.02943146973848343,-0.0956881120800972,,,,,,,,
25,1605297372.822531,20000,5.58016300201416,0.0,5.626414775848389,0.04910215362906456,-0.095353864133358,,,,,,,,
26,1605297373.8185086,20800,-4.051845550537109,0.0,-3.973757266998291,0.017653003334999084,-0.0957411602139473,,,,,,,,
27,1605297374.8370914,21600,2.9864730834960938,0.0,3.0537476539611816,0.028260886669158936,-0.09553542733192444,,,,,,,,
28,1605297375.8630133,22400,-3.256091356277466,0.0,-3.173754930496216,0.013296473771333694,-0.09563275426626205,,,,,,,,
29,1605297377.025649,23200,2.1370933055877686,0.0,2.2178752422332764,0.014830402098596096,-0.09561236947774887,,,,,,,,
30,1605297378.0495188,24000,1.8704335689544678,0.0,1.68914794921875,0.2768822908401489,-0.09559665620326996,,,,,,,,
31,1605297379.1252627,24800,-3.4811079502105713,0.0,-3.3952791690826416,0.009818521328270435,-0.09564722329378128,,,,,,,,
32,1605297380.1727927,25600,13.313326835632324,0.0,12.546679496765137,0.8625733852386475,-0.09592617303133011,,,,,,,,
33,1605297381.346161,26400,-14.925324440002441,0.0,-15.042442321777344,0.21245920658111572,-0.09534212201833725,,,,,,,,
34,1605297382.486102,27200,1.0056716203689575,0.0,1.0775154829025269,0.023841269314289093,-0.09568514674901962,,,,,,,,
35,1605297383.5393803,28000,1.7299065589904785,0.0,1.6875190734863281,0.1379718780517578,-0.0955844447016716,,,,,,,,
36,1605297384.7542038,28800,0.6403484344482422,0.0,0.5991863012313843,0.1363176703453064,-0.09515552967786789,,,,,,,,
37,1605297385.8643723,29600,-0.9867987036705017,0.0,-0.8934348821640015,0.0017212099628522992,-0.095085009932518,,,,,,,,
38,1605297386.993472,30400,4.860339641571045,0.0,4.33923864364624,0.6161776781082153,-0.09507644176483154,,,,,,,,
39,1605297388.0276315,31200,-4.441578388214111,0.0,-4.366317272186279,0.020356301218271255,-0.09561731666326523,,,,,,,,
40,1605297389.0274763,32000,-0.47958534955978394,0.0,-0.388525128364563,0.004403993953019381,-0.09546422213315964,,,,,,,,
