# _tick,_time,frames,total_loss,mean_episode_return,pg_loss,baseline_loss,entropy_loss,gen_rewards,gg_loss,generator_entropy_loss,generator_baseline_loss,mean_intrinsic_rewards,mean_episode_steps,ex_reward,generator_current_target
0,1605610277.0870855,0,-0.49153557419776917,0.0,-0.40085601806640625,0.006017597857862711,-0.09669715166091919,,,,,,,,
1,1605610277.3486588,800,0.11741840094327927,0.0,0.21323879063129425,0.0007844552164897323,-0.0966048464179039,,,,,,,,
2,1605610277.5542116,1600,-0.3047565817832947,0.0,-0.21506287157535553,0.007064757868647575,-0.09675846248865128,,,,,,,,
3,1605610277.7786858,2400,-0.26697686314582825,0.0,-0.17288953065872192,0.0026751263067126274,-0.09676245599985123,,,,,,,,
4,1605610278.2700741,3200,-0.15717706084251404,0.0,-0.06517376005649567,0.00475684367120266,-0.09676015377044678,,,,,,,,
5,1605610278.4722502,4000,0.02717507630586624,0.0,0.12192665785551071,0.002054263837635517,-0.09680584818124771,,,,,,,,
6,1605610278.6234667,4800,-0.4153495132923126,0.0,-0.32303839921951294,0.004503462929278612,-0.09681456536054611,,,,,,,,
7,1605610278.7870686,5600,2.7246601581573486,0.0,2.798427104949951,0.023088153451681137,-0.09685526043176651,,,,,,,,
8,1605610279.5664206,6400,-10.978548049926758,0.0,-11.025985717773438,0.14420464634895325,-0.09676773846149445,,,,,,,,
9,1605610279.711463,7200,8.269891738891602,0.0,8.301084518432617,0.06534838676452637,-0.0965411365032196,,,,,,,,
10,1605610279.8372564,8000,-2.5070035457611084,0.0,-2.4681432247161865,0.057652268558740616,-0.09651251137256622,,,,,,,,
11,1605610280.0541108,8800,1.2056275606155396,0.0,1.2871894836425781,0.01476392149925232,-0.09632585942745209,,,,,,,,
12,1605610280.619054,9600,0.1466837227344513,0.0,0.23690985143184662,0.006283830851316452,-0.09650996327400208,,,,,,,,
13,1605610280.896663,10400,-0.2351270318031311,0.0,-0.1431417167186737,0.004520087502896786,-0.09650540351867676,,,,,,,,
14,1605610281.2720876,11200,0.12094174325466156,0.0,0.2162223756313324,0.00121510517783463,-0.09649573266506195,,,,,,,,
15,1605610281.5956302,12000,0.09501597285270691,0.0,0.19082757830619812,0.0006074047414585948,-0.09641900658607483,,,,,,,,
